benchmark,satire-noAbs,satire-10_20,satire-15_25,satire-20_40,gappa-abs,gappa-rel,numfuzz,numfuzz-factor,fptaylor-rel,fptaylor-abs,gappa-abs-memory-kb,gappa-rel-memory-kb,numfuzz-memory-kb,numfuzz-factor-memory-kb,fptaylor-memory-kb,gappa-abs-status,gappa-rel-status,numfuzz-status,numfuzz-factor-status,fptaylor-status,satire-noAbs-status,satire-10_20-status,satire-15_25-status,satire-20_40-status
large/serialsum/serial_sum_16,0.1936342716217041,0.22317290306091309,0.18335270881652832,0.2294321060180664,0.26375411882000005,,0.002912544,0.0029078710000000002,24.83717089838,0.25007668302,19204.0,19164.0,3628.0,3700.0,452032.0,success,failed,success,success,timeout,success,success,success,success
large/serialsum/serial_sum_2048,,68.26377773284912,52.09697961807251,46.703792572021484,,,18.376290631,18.42252378,,,,,3047172.0,3047072.0,,timeout,timeout,success,success,timeout,timeout,success,success,success
large/serialsum/serial_sum_256,179.43124771118164,4.6026763916015625,3.8635878562927246,3.766857385635376,,,0.227251857,0.226253687,21.70717490578,2.3847268765200003,3433636.0,3433876.0,52032.0,51612.0,155376.0,timeout,failed,success,success,success,success,success,success,success
large/serialsum/serial_sum_32,0.8085415363311768,0.643749475479126,0.5535702705383301,0.7982966899871826,1.77610138308,,0.006484966,0.006519752,51.42702152802,0.28313572404000004,59740.0,59912.0,4120.0,4064.0,917328.0,success,failed,success,success,timeout,success,success,success,success
large/serialsum/serial_sum_4,0.13710927963256836,0.0833580493927002,0.11416244506835938,0.12911415100097656,0.009575246800000001,,0.00150697,0.0017062350000000002,0.24265341328000004,0.24177980836000001,5952.0,6156.0,2900.0,3228.0,24136.0,success,failed,success,success,success,success,success,success,success
large/serialsum/serial_sum_512,,9.308711051940918,7.952118158340454,7.869404077529907,,,0.88500069,0.8958998890000001,,10.55243996136,,,195736.0,195720.0,574752.0,timeout,timeout,success,success,timeout,timeout,success,success,success
large/serialsum/serial_sum_64,3.2797935009002686,1.3883106708526611,1.1738760471343994,1.1294078826904297,12.184374963360002,,0.017967171,0.017903949000000002,80.88380912452,0.38540132282,221956.0,221612.0,6780.0,6756.0,1720032.0,success,failed,success,success,timeout,success,success,success,success
large/serialsum/serial_sum_8,0.12272334098815918,0.1100919246673584,0.12586665153503418,0.15875983238220215,0.04426913174,,0.0018246570000000001,0.0019047830000000002,10.1913649862,0.24451029112000003,9092.0,8712.0,3344.0,3316.0,290416.0,success,failed,success,success,success,success,success,success,success
matrixDeterminant,,,,,0.28702451796,,0.0019133090000000002,0.0020920210000000003,9.2783263012,16.77210616008,16948.0,16808.0,,,203404.0,success,failed,success,success,success,success,success,success,success
matrixDeterminant2,,,,,0.27650681246000003,,0.00193742,0.0021141965,21.232313502839997,16.436038613380003,17328.0,17180.0,,,197868.0,success,failed,success,success,success,success,success,success,success
rigidBody1,,,,,0.049515713700000005,,0.001374284,0.0013307535,0.2737653849,0.32809459732,7720.0,8380.0,,,24092.0,success,failed,success,success,success,success,success,success,success
rigidBody2,,,,,0.10442117764,,0.001657402,0.0017613680000000001,0.28916800088000005,0.31350113408,10644.0,11132.0,,,24308.0,success,failed,success,success,success,success,success,success,success
sineOrder3,,,,,0.02527514452,,0.0012407175,0.0012164825,0.03440564336000001,0.028876608340000002,7544.0,6812.0,,,6712.0,success,failed,success,success,success,success,success,success,success
sqroot,,,,,0.14398776256,0.1369483304,0.0015872365,0.0017181875,0.03265411356,0.034016479040000006,12104.0,12604.0,,,6632.0,success,success,success,success,success,success,success,success,success
sum,,,,,0.07747034530000001,,0.0013883645000000002,0.0015513705,0.86328733554,0.5457538944000001,10716.0,10648.0,,,24284.0,success,failed,success,success,success,success,success,success,success
test01_sum3,,,,,0.07575424056,,0.0013837290000000002,0.0015436005000000002,0.77494063904,0.49797465160000004,10676.0,10384.0,,,24456.0,success,failed,success,success,success,success,success,success,success
