benchmark,satire-noAbs,satire-10_20,satire-15_25,satire-20_40,gappa-abs,gappa-rel,numfuzz,numfuzz-factor,fptaylor-rel,fptaylor-abs,gappa-abs-memory-kb,gappa-rel-memory-kb,numfuzz-memory-kb,numfuzz-factor-memory-kb,fptaylor-memory-kb,gappa-abs-status,gappa-rel-status,numfuzz-status,numfuzz-factor-status,fptaylor-status,satire-noAbs-status,satire-10_20-status,satire-15_25-status,satire-20_40-status
large/poly/Poly32,3.4836440086364746,2.858059883117676,2.5668139457702637,2.158846139907837,5.58078302984,,,0.010653214000000001,,24.52926442628,,,,,,failed,failed,success,failed,failed,failed,success,success,success
large/poly/Poly4,0.18510866165161133,0.21644020080566406,0.16780352592468262,0.21094799041748047,0.04903131272,,,0.001425297,17.09738443552,0.19095761178,,,,,,failed,failed,success,failed,failed,failed,success,success,success
large/poly/Poly512,,214.57890439033508,196.5868113040924,171.48098063468933,,,,18.815414835,,,,,,,,failed,failed,success,failed,failed,timeout,timeout,timeout,timeout
large/poly/Poly64,18.692012786865234,5.965198040008545,5.65291166305542,5.0081377029418945,37.049840386860005,,,0.039842889,,46.35404960418,,,,,,failed,failed,success,failed,failed,failed,success,success,success
large/poly/Poly8,0.3591303825378418,0.3737223148345947,0.35717177391052246,0.3529183864593506,0.19147633552,,,0.002376331,34.97939463902,1.35353781946,,,,,,failed,failed,success,failed,failed,failed,success,success,success
large/serialsum/serial_sum_1024,,18.735045909881592,15.5598464012146,14.982064962387085,,,1.281710559,,,47.61453665282,,,,,,failed,failed,failed,success,failed,timeout,success,success,success
large/serialsum/serial_sum_128,20.071568965911865,1.9814908504486084,1.7568678855895996,1.674980878829956,72.80280687514,,0.025649480000000002,,,0.6117696023800001,,,,,,failed,failed,failed,success,failed,failed,success,success,success
large/serialsum/serial_sum_16,0.1786637306213379,0.16436266899108887,0.1605074405670166,0.1292736530303955,0.21621412588000002,,0.002032429,,20.46151086106,0.19049723392,,,,,,failed,failed,failed,success,failed,failed,success,success,success
large/serialsum/serial_sum_2048,,54.56403636932373,44.182249307632446,37.77699112892151,,,6.063881175,,,,,,,,,failed,failed,failed,success,failed,timeout,success,success,success
large/serialsum/serial_sum_256,157.0185399055481,3.9063801765441895,3.3756282329559326,3.3211824893951416,,,0.08845896,,18.82428803796,2.03015096874,,,,,,failed,failed,failed,success,failed,failed,success,success,success
large/serialsum/serial_sum_32,0.6869125366210938,0.41334080696105957,0.3650321960449219,0.47600364685058594,1.44991329528,,0.003734288,,42.63064258048,0.21759772956,,,,,,failed,failed,failed,success,failed,failed,success,success,success
large/serialsum/serial_sum_4,0.10926485061645508,0.06797385215759277,0.05868649482727051,0.057611703872680664,0.00777275894,,0.001130891,,0.18134829358000001,0.17972259622,,,,,,failed,failed,failed,success,failed,failed,success,success,success
large/serialsum/serial_sum_512,,8.266838073730469,7.01892876625061,6.773440837860107,,,0.321589026,,,8.86221675696,,,,,,failed,failed,failed,success,failed,timeout,success,success,success
large/serialsum/serial_sum_64,2.6011290550231934,1.062901258468628,0.9519169330596924,0.853222131729126,10.29381214622,,0.00874307,,67.93164542882,0.29972725742000006,,,,,,failed,failed,failed,success,failed,failed,success,success,success
large/serialsum/serial_sum_8,0.06008315086364746,0.08030080795288086,0.06042075157165527,0.06878185272216797,0.037515414860000006,,0.001295083,,8.43342882994,0.17377102146,,,,,,failed,failed,failed,success,failed,failed,success,success,success
matrixDeterminant,,,,,0.26365111036,,0.00292045,0.0034202420000000004,8.574861739080001,16.30586225282,,,,,,failed,failed,failed,failed,failed,success,success,success,success
matrixDeterminant2,,,,,0.27084952034,,0.0034623630000000004,0.0031184190000000003,18.8301448588,16.41659682888,,,,,,failed,failed,failed,failed,failed,success,success,success,success
rigidBody1,,,,,0.042123072260000005,,0.002263915,0.002249324,0.25977435458000003,0.2516298329,,,,,,failed,failed,failed,failed,failed,success,success,success,success
rigidBody2,,,,,0.0986633573,,0.002630528,0.002843837,0.2798431307,0.27753433758,,,,,,failed,failed,failed,failed,failed,success,success,success,success
sineOrder3,,,,,0.0266165399,,0.002070956,0.002039209,0.043844268840000006,0.02718904178,,,,,,failed,failed,failed,failed,failed,success,success,success,success
sqroot,,,,,0.12513093586000001,0.12008743336000001,0.002364221,0.00262844,0.05713002024,0.07358950936,,,,,,failed,failed,failed,failed,failed,success,success,success,success
sum,,,,,0.07644231586,,0.0021849580000000003,0.0022173740000000003,0.7503507247600001,0.7283273771400001,,,,,,failed,failed,failed,failed,failed,success,success,success,success
test01_sum3,,,,,0.07028089156,,0.002099787,0.002316926,0.71188358696,0.49994629774000005,,,,,,failed,failed,failed,failed,failed,success,success,success,success
