benchmark,satire-noAbs,satire-10_20,satire-15_25,satire-20_40,gappa-abs,gappa-rel,numfuzz,numfuzz-factor,fptaylor-rel,fptaylor-abs,gappa-abs-memory-kb,gappa-rel-memory-kb,numfuzz-memory-kb,numfuzz-factor-memory-kb,fptaylor-memory-kb,gappa-abs-status,gappa-rel-status,numfuzz-status,numfuzz-factor-status,fptaylor-status,satire-noAbs-status,satire-10_20-status,satire-15_25-status,satire-20_40-status
large/horner/Horner256,,19.66215705871582,23.58439874649048,29.55858874320984,24.352680834,,0.148258956,0.181166617,6007.3872434121595,275.42159369641996,103268.0,103436.0,24200.0,24104.0,12296008.0,success,failed,success,success,timeout,success,success,success,success
large/horner/Horner32,,3.063549518585205,3.069648027420044,3.6775481700897217,0.48068683982000004,,0.0059995840000000005,0.005610229,147.53382307848,26.351287256400003,17000.0,16892.0,4044.0,3964.0,998072.0,success,failed,success,success,success,success,success,success,success
large/horner/Horner4,,0.3125431537628174,0.3817410469055176,0.406186580657959,0.016168464820000002,,0.002018971,0.0020442290000000003,0.34291460872,0.29067843304,6444.0,6524.0,3712.0,3768.0,24560.0,failed,failed,failed,failed,failed,failed,failed,failed,failed
large/horner/Horner5,,,,,,,0.001288563,,6.63453924284,0.18790415206,,,,,,success,success,success,success,success,success,success,success,success
large/horner/Horner50,,,,,,,0.00638628,,490.06103634583997,115.42202332198,,,,,,success,success,success,success,success,success,success,success,success
large/horner/Horner64,,5.898653268814087,6.67885422706604,9.004420518875122,1.6835599024599999,,0.013614689000000001,0.013675982000000001,469.22448528882,49.07026874332,28772.0,28864.0,5232.0,5276.0,1850168.0,success,failed,success,success,success,success,success,success,success
large/horner/Horner8,,0.9311127662658691,0.9130442142486572,0.9186031818389893,0.04700203456,,0.002491224,0.0022219500000000003,21.5413935364,0.9701153385800001,8172.0,7988.0,3720.0,3716.0,266980.0,success,failed,success,success,success,success,success,success,success
large/matmul/matmul16,,186.31280636787415,191.53059434890747,170.99196648597717,,,0.09242364800000001,0.10089845900000001,,,6716.0,6748.0,11016.0,10732.0,8460.0,failed,failed,success,success,failed,success,success,success,success
large/matmul/matmul32,,1365.0740172863007,1599.6043219566345,2643.822825193405,,,1.258778836,1.176757965,,,12164.0,12032.0,81104.0,81472.0,23856.0,failed,failed,success,success,failed,success,success,success,success
large/matmul/matmul4,,3.787353515625,3.758941888809204,3.824803352355957,2.57458206492,,0.003922618,0.0035969590000000003,13.01670025598,2.0985332941799997,33880.0,33964.0,3924.0,3896.0,306132.0,success,failed,success,success,success,success,success,success,success
large/matmul/matmul64,,12108.589101076126,12013.026524543762,13624.426352739334,,,,,,,34284.0,34096.0,997264.0,997160.0,139184.0,failed,failed,failed,failed,failed,success,timeout,timeout,timeout
large/matmul/matmul8,2.7861428260803223,18.39401125907898,19.71153950691223,18.502389430999756,186.70563918712,,0.012691709,0.015099907000000001,20.89602128472,10.55040210546,410020.0,409884.0,4616.0,4452.0,557508.0,success,failed,success,success,success,success,success,success,success
large/serialsum/serial_sum_128,,3.152358055114746,2.5772268772125244,2.6957409381866455,96.02824281507999,,0.064122123,0.07840535600000001,215.67191633292,0.82593340688,864536.0,864448.0,16240.0,16024.0,3717812.0,success,failed,success,success,success,success,success,success,success
large/serialsum/serial_sum_16,,0.23847270011901855,0.26427602767944336,0.26305413246154785,0.28251821352,,0.0052726000000000006,0.003318081,26.70301526862,0.27828252362,19348.0,19440.0,3832.0,3764.0,452472.0,success,failed,success,success,success,success,success,success,success
large/serialsum/serial_sum_256,,6.062567234039307,5.401236057281494,5.284415006637573,673.5248503525801,,0.284045551,0.27760381900000003,23.4618471376,2.49640165534,3433672.0,3433716.0,52072.0,52068.0,155564.0,timeout,failed,success,success,success,success,success,success,success
large/serialsum/serial_sum_32,,0.6720514297485352,0.685462236404419,0.863640308380127,1.78666345956,,0.00714475,0.006881763000000001,55.22037903012,0.34361194872000006,60296.0,60232.0,4380.0,4408.0,917928.0,success,failed,success,success,success,success,success,success,success
large/serialsum/serial_sum_4,,0.15357208251953125,0.12321305274963379,0.08388900756835938,0.0098786427,,0.001980052,0.001932707,0.26730419778,0.26469801248,6444.0,6248.0,3692.0,3664.0,24708.0,success,failed,success,success,success,success,success,success,success
large/serialsum/serial_sum_64,,1.5166957378387451,1.448793649673462,1.278839349746704,13.4438120552,,0.018459389,0.018416876000000002,86.4372623029,0.43242565686,221956.0,222020.0,6848.0,6924.0,1720916.0,success,failed,success,success,success,success,success,success,success
large/serialsum/serial_sum_8,,0.17132806777954102,0.17859530448913574,0.16378259658813477,0.04633551558,,0.0033119940000000004,0.002442227,10.9445922723,0.27609377928,9124.0,8776.0,3708.0,3680.0,290860.0,success,failed,success,success,success,success,success,success,success
matrixDeterminant,,,,,0.45666100258000003,,0.0019133090000000002,0.0020920210000000003,12.281959365979999,17.147300993200002,17176.0,16736.0,,,203876.0,success,failed,success,success,success,success,success,success,success
matrixDeterminant2,,,,,0.44626745234000004,,0.00193742,0.0021141965,22.64920645442,18.684838784460002,17624.0,17476.0,,,198424.0,success,failed,success,success,success,success,success,success,success
rigidBody1,,,,,0.07841009944,,0.001374284,0.0013307535,0.29134007932000006,0.27642832072,8920.0,8612.0,,,24596.0,success,failed,success,success,success,success,success,success,success
rigidBody2,,,,,0.12260408294000001,,0.001657402,0.0017613680000000001,0.30467583166,0.29708442408,11144.0,11060.0,,,24608.0,success,failed,success,success,success,success,success,success,success
sineOrder3,,,,,0.028375671600000003,,0.0012407175,0.0012164825,0.029272876740000002,0.032790743100000005,7656.0,7508.0,,,7228.0,success,failed,success,success,success,success,success,success,success
sqroot,,,,,0.15807676728,0.14155527308000002,0.0015872365,0.0017181875,0.0418863918,0.040701865340000004,12924.0,12748.0,,,7136.0,success,success,success,success,success,success,success,success,success
sum,,,,,0.08129973464000001,,0.0013883645000000002,0.0015513705,0.9951489186800001,0.5806502987600001,10760.0,10672.0,,,24728.0,success,failed,success,success,success,success,success,success,success
test01_sum3,,,,,0.08015577902000001,,0.0013837290000000002,0.0015436005000000002,0.77756474196,0.5315382286,10828.0,10356.0,,,24532.0,success,failed,success,success,success,success,success,success,success
